session_id,t,x,y,event_type,buttons,button,click_id,target_id,label,phase,phase_progress,extra
2026-02-25_150019,25734.499412,966,0,down,1,left,1,,,1,0,{}
2026-02-25_150019,25734.603527,966,0,up,1,left,1,,,1,0,"{""hold_ms"": """"}"
2026-02-25_150019,25734.675488,966,0,down,1,left,2,,,1,0,{}
2026-02-25_150019,25734.747536,966,0,up,1,left,2,,,1,0,"{""hold_ms"": """"}"
2026-02-25_150019,25738.638041,1871,0,down,1,left,3,,,1,0,{}
2026-02-25_150019,25738.726105,1871,0,session_start,1,,3,,,1,0,"{""mode"": ""NORMAL""}"
2026-02-25_150019,25738.726153,1871,0,move,1,,3,,,1,0,{}
2026-02-25_150019,25738.726263,1871,0,up,1,left,3,,,1,0,"{""hold_ms"": """"}"
2026-02-25_150019,25738.748004,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25738.763962,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25738.773731,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25738.795456,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25738.811045,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25738.827197,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25738.842207,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25738.85818,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25738.874003,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25738.890036,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25738.906056,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25738.922014,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25738.937961,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25738.953434,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25738.968575,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25738.984107,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.000044,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.015678,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.031675,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.047313,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.062935,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.078869,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.09416,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.110225,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.123441,1871,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.131499,1869,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.140144,1869,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.148198,1863,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.156244,1858,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.164281,1851,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.173918,1851,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.187522,1851,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.195606,1815,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.203696,1801,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.21174,1755,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.219793,1724,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.229434,1724,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.245455,1650,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.253499,1650,0,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.262165,1564,14,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.270206,1460,45,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.278252,1418,59,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.286304,1368,77,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.294358,1317,96,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.302414,1270,117,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.310498,1235,135,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.31858,1194,158,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.329705,1164,177,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.341522,1133,201,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.349567,1080,252,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.357607,1064,273,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.365645,1048,295,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.373685,1034,313,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.381723,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.391903,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.407947,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.423474,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.43928,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.454843,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.47012,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.485341,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.50121,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.517772,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.532604,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.548504,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.564634,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.579922,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.595167,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.611135,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.6272,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.642989,1032,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.655428,1033,315,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.66348,1033,313,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.674412,1033,313,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.687352,1033,315,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.695501,1033,316,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.703552,1032,323,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.711589,1031,329,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.719627,1030,336,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.727659,1028,340,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.735696,1026,346,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.74373,1024,353,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.751763,1021,361,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.759799,1018,369,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.768315,1018,369,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.776361,1016,384,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.78441,1014,393,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.799476,1013,403,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.809378,1013,412,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.817454,1011,430,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.825506,1011,436,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.833542,1011,444,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.841576,1010,451,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.861428,1010,451,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.869507,1008,466,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.877543,1006,480,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.885581,1006,485,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.89405,1006,485,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.902085,1005,490,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.910125,1004,492,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.918179,1002,494,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.926226,1001,496,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.934272,1000,497,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.942314,998,498,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.950361,997,499,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.958401,994,500,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.966441,992,501,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.974483,990,503,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.986354,988,504,move,0,,3,,,1,0,{}
2026-02-25_150019,25739.997163,987,505,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.005462,984,506,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.013532,978,509,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.02157,976,510,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.029621,973,512,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.03767,970,513,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.045713,968,513,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.053752,966,514,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.061797,964,514,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.069834,963,514,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.079622,963,514,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.08766,962,514,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.095697,962,514,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.11102,962,514,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.12693,962,514,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.14359,962,514,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.158851,962,514,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.174644,962,514,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.190476,962,514,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.205884,962,514,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.215496,962,514,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.237022,961,513,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.252715,961,512,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.26794,961,512,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.283431,961,512,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.299526,961,512,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.315428,961,512,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.331525,961,512,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.347254,961,512,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.362426,961,512,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.377645,961,512,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.39286,961,512,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.407903,961,512,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.423618,961,512,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.439274,961,512,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.455337,961,512,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.471286,961,512,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.487213,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.502969,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.518773,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.534492,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.550514,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.566433,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.582002,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.597071,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.613126,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.628592,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.643747,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.659653,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.675495,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.691629,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.707064,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.72211,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.737923,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.753895,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.76993,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.785256,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.800563,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.816428,961,511,move,0,,3,,,1,0,{}
2026-02-25_150019,25740.831675,961,511,down,1,left,4,0,BASE,1,0,{}
2026-02-25_150019,25740.83193,961,511,target_spawn,1,,4,1,P1_TARGET,1,0,"{""label"": ""P1_TARGET"", ""size"": 46}"
2026-02-25_150019,25740.831976,961,511,move,1,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25740.848262,961,511,move,1,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25740.863963,961,511,move,1,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25740.879605,961,511,move,1,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25740.895605,961,511,move,1,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25740.911739,961,511,move,1,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25740.927444,961,511,move,1,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25740.938544,961,511,up,1,left,4,1,P1_TARGET,1,0,"{""hold_ms"": """"}"
2026-02-25_150019,25740.938597,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25740.95866,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25740.974017,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25740.990001,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.005897,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.020925,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.036725,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.052411,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.068609,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.0837,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.099156,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.115115,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.130036,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.145913,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.161958,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.177074,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.19244,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.2081,961,511,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.219507,962,510,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.227567,967,507,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.235605,972,503,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.243645,981,500,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.251683,991,497,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.259724,1005,492,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.268205,1005,492,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.276242,1037,484,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.284287,1052,481,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.292332,1076,476,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.300371,1096,473,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.308408,1120,470,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.316456,1145,466,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.3245,1172,463,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.333896,1200,460,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.347427,1229,456,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.355489,1258,453,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.363527,1315,447,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.371565,1342,444,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.379605,1369,441,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.387641,1387,439,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.395679,1413,436,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.403727,1429,434,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.411779,1454,431,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.419818,1469,429,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.427859,1489,427,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.435895,1502,425,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.443932,1514,424,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.451971,1524,423,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.460009,1537,422,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.468045,1543,422,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.476256,1543,422,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.484296,1554,420,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.492342,1554,420,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.507985,1560,419,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.517621,1562,418,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.525673,1567,416,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.533709,1570,415,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.541748,1574,414,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.549787,1577,413,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.557827,1582,411,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.565874,1585,410,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.573923,1591,407,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.581991,1595,406,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.590035,1599,404,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.598092,1604,402,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.606129,1611,398,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.614167,1616,396,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.622205,1620,394,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.630648,1624,392,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.645454,1626,390,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.653505,1629,386,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.661544,1630,384,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.669585,1631,382,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.677627,1631,380,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.685665,1632,378,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.693703,1633,376,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.701742,1634,374,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.70978,1636,372,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.717818,1637,370,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.725857,1639,368,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.733903,1642,365,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.741943,1644,364,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.749984,1646,362,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.758317,1646,362,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.773785,1648,359,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.78183,1649,358,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.789871,1649,358,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.805331,1649,358,move,0,,4,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.811759,1649,358,down,1,left,5,1,P1_TARGET,1,0,{}
2026-02-25_150019,25741.812238,1649,358,target_end,1,,5,1,P1_TARGET,1,0,"{""outcome"": ""HIT""}"
2026-02-25_150019,25741.813369,1649,358,move,1,,5,,,1,1,{}
2026-02-25_150019,25741.821405,1649,358,move,1,,5,,,1,1,{}
2026-02-25_150019,25741.836341,1649,358,move,1,,5,,,1,1,{}
2026-02-25_150019,25741.852224,1649,358,move,1,,5,,,1,1,{}
2026-02-25_150019,25741.867702,1649,358,move,1,,5,,,1,1,{}
2026-02-25_150019,25741.88357,1649,358,move,1,,5,,,1,1,{}
2026-02-25_150019,25741.898869,1649,358,move,1,,5,,,1,1,{}
2026-02-25_150019,25741.899955,1649,358,up,1,left,5,,,1,1,"{""hold_ms"": """"}"
2026-02-25_150019,25741.914523,1649,358,move,0,,5,,,1,1,{}
2026-02-25_150019,25741.930566,1649,358,move,0,,5,,,1,1,{}
2026-02-25_150019,25741.944852,1649,358,move,0,,5,,,1,1,{}
2026-02-25_150019,25741.960097,1649,358,move,0,,5,,,1,1,{}
2026-02-25_150019,25741.976023,1649,358,move,0,,5,,,1,1,{}
2026-02-25_150019,25741.984121,1646,358,move,0,,5,,,1,1,{}
2026-02-25_150019,25741.992159,1641,358,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.000192,1634,359,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.008507,1634,359,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.01656,1609,363,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.024622,1593,365,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.039707,1570,369,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.047744,1512,379,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.055783,1512,379,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.065587,1488,383,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.073637,1448,390,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.081682,1377,404,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.089736,1341,412,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.097781,1307,421,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.105818,1281,428,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.113853,1256,435,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.121886,1231,442,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.130328,1231,442,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.138365,1179,454,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.14641,1155,458,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.15446,1130,463,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.1625,1115,466,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.170538,1096,469,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.17858,1079,473,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.186623,1068,477,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.195006,1059,479,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.209694,1054,481,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.217746,1042,485,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.225788,1039,486,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.235485,1039,486,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.243531,1033,489,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.252252,1033,489,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.274406,1030,490,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.289756,1030,490,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.301263,1029,490,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.311574,1028,490,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.320763,1024,491,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.333441,1021,491,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.343532,1016,491,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.351665,1007,493,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.359711,1002,493,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.367747,999,494,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.376267,999,494,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.384319,994,495,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.392368,991,495,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.400406,990,496,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.40844,988,496,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.416476,986,497,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.424513,982,498,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.432546,980,499,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.445207,977,499,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.45545,974,500,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.463506,970,501,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.471556,968,502,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.479591,967,502,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.487627,966,502,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.508293,966,502,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.524375,966,502,move,0,,5,,,1,1,{}
2026-02-25_150019,25742.537742,966,502,down,1,left,6,0,BASE,1,1,{}
2026-02-25_150019,25742.537958,966,502,target_spawn,1,,6,2,P1_TARGET,1,1,"{""label"": ""P1_TARGET"", ""size"": 46}"
2026-02-25_150019,25742.538004,966,502,move,1,,6,2,P1_TARGET,1,1,{}
2026-02-25_150019,25742.555473,966,502,move,1,,6,2,P1_TARGET,1,1,{}
2026-02-25_150019,25742.571305,966,502,move,1,,6,2,P1_TARGET,1,1,{}
2026-02-25_150019,25742.587239,966,502,move,1,,6,2,P1_TARGET,1,1,{}
2026-02-25_150019,25742.603101,966,502,move,1,,6,2,P1_TARGET,1,1,{}
