ts,x,y,buttons,active_trial_id,dt_ms,vx,vy,speed_px_s,ax,ay,accel_px_s2,jerk_px_s3,heading_rad,dheading_rad,curv,dist_to_target,inside_target,target_trial_id,label,target_cx,target_cy,target_size
5454.4223268,728,428,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,
5454.4377825,728,428,0,,15.45570000052976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,
5454.4528375,728,428,0,,15.054999999847496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,
5454.4685661,728,428,0,,15.728600000329607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,
5454.4780992,728,428,0,,9.533099999316619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,
5454.5002124,728,428,0,,22.113200000603683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,
5454.5155236,728,428,0,,15.311199999814562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,
5454.530664,728,428,0,,15.140399999836518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,
5454.5413644,728,428,0,,10.700400000132504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,
5454.5615376,726,428,0,,20.173199999589997,-99.14143517343051,0.0,99.14143517343051,-4914.512084123762,0.0,4914.512084123762,243615.8905985984,3.141592653589793,3.141592653589793,1.5707963267948966,0.0,0,,,0.0,0.0,
5454.5718045,726,428,0,,10.266900000715395,0.0,0.0,0.0,9656.413831489774,0.0,9656.413831489774,1419213.7757841449,3.141592653589793,0.0,0.0,0.0,0,,,0.0,0.0,
5454.5925386,725,428,0,,20.73409999957221,-48.22972784064089,0.0,48.22972784064089,-2326.106647582291,0.0,2326.106647582291,577913.7015505515,3.141592653589793,0.0,0.0,0.0,0,,,0.0,0.0,
5454.608159,725,428,0,,15.620400000443624,0.0,0.0,0.0,3087.6115745609045,0.0,3087.6115745609045,346579.9993591358,3.141592653589793,0.0,0.0,0.0,0,,,0.0,0.0,
5454.6205111,725,428,0,,12.352099999588972,0.0,0.0,0.0,0.0,0.0,0.0,249966.5299555256,3.141592653589793,0.0,0.0,0.0,0,,,0.0,0.0,
5454.6387165,724,428,0,,18.205399999715155,-54.92875740250948,0.0,54.92875740250948,-3017.1683897837406,0.0,3017.1683897837406,165729.31052495126,3.141592653589793,0.0,0.0,0.0,0,,,0.0,0.0,
5454.6547195,724,428,0,,16.003000000637257,0.0,0.0,0.0,3432.4037618147945,0.0,3432.4037618147945,403022.6927039746,3.141592653589793,0.0,0.0,0.0,0,,,0.0,0.0,
5454.670185,724,428,0,,15.465499999663734,0.0,0.0,0.0,0.0,0.0,0.0,221939.3981371068,3.141592653589793,0.0,0.0,0.0,0,,,0.0,0.0,
5454.6860572,724,428,0,,15.872199999648728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,0.0,0.0,0,,,0.0,0.0,
5454.7014726,724,428,1,1,15.415400000165391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,0.0,338.6945526577007,0,1,P1_TARGET,1009.0,611.0,46
5454.7166306,724,428,1,1,15.15800000015588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,0.0,338.6945526577007,0,1,P1_TARGET,1009.0,611.0,46
5454.7322664,724,428,1,1,15.635800000382005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,0.0,338.6945526577007,0,1,P1_TARGET,1009.0,611.0,46
5454.7477658,724,428,1,1,15.499399999498564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,0.0,338.6945526577007,0,1,P1_TARGET,1009.0,611.0,46
5454.7633058,724,428,1,1,15.540000000328291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,0.0,338.6945526577007,0,1,P1_TARGET,1009.0,611.0,46
